,fileName,AbsFilePath
0,2019_101RECNX_RCNX3663.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX3663.JPG
1,2019_101RECNX_RCNX5925.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX5925.JPG
2,2019_Summer_100RECNX_RCNX2806.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/100RECNX/RCNX2806.JPG
3,2019_Summer_101RECNX_RCNX0133.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/101RECNX/RCNX0133.JPG
4,2019_Summer_100RECNX_RCNX3417.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/100RECNX/RCNX3417.JPG
5,2019_Summer_100RECNX_RCNX9745.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/100RECNX/RCNX9745.JPG
6,2019_Summer_101RECNX_RCNX0494.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/101RECNX/RCNX0494.JPG
7,2019_Summer_100RECNX_RCNX6533.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/100RECNX/RCNX6533.JPG
8,2019_100RECNX_RCNX0249.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX0249.JPG
9,2019_101RECNX_RCNX6314.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX6314.JPG
10,2019_100RECNX_RCNX0038.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX0038.JPG
11,2019_100RECNX_RCNX1778.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX1778.JPG
12,2019_100RECNX_RCNX8461.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX8461.JPG
13,2019_Summer_101RECNX_RCNX3057.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/101RECNX/RCNX3057.JPG
14,2019_101RECNX_RCNX4188.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX4188.JPG
15,2019_Summer_101RECNX_RCNX7565.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/101RECNX/RCNX7565.JPG
16,2019_100RECNX_RCNX6974.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX6974.JPG
17,2019_Summer_100RECNX_RCNX4546.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/100RECNX/RCNX4546.JPG
18,2019_101RECNX_RCNX3129.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX3129.JPG
19,2019_Summer_101RECNX_RCNX3302.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/101RECNX/RCNX3302.JPG
20,2019_Summer_100RECNX_RCNX6363.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/100RECNX/RCNX6363.JPG
21,2019_Summer_100RECNX_RCNX0573.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/100RECNX/RCNX0573.JPG
22,2019_Summer_101RECNX_RCNX5150.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/101RECNX/RCNX5150.JPG
23,2019_Summer_101RECNX_RCNX0888.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/101RECNX/RCNX0888.JPG
24,2019_Summer_101RECNX_RCNX3858.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/101RECNX/RCNX3858.JPG
25,2019_Summer_100RECNX_RCNX0364.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/100RECNX/RCNX0364.JPG
26,2019_Summer_101RECNX_RCNX6033.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/101RECNX/RCNX6033.JPG
27,2019_101RECNX_RCNX3406.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX3406.JPG
28,2019_100RECNX_RCNX3770.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX3770.JPG
29,2019_Summer_101RECNX_RCNX1216.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/101RECNX/RCNX1216.JPG
30,2019_Summer_100RECNX_RCNX2977.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/100RECNX/RCNX2977.JPG
31,2019_101RECNX_RCNX2599.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX2599.JPG
32,2019_100RECNX_RCNX6974.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX6974.JPG
33,2019_101RECNX_RCNX2915.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX2915.JPG
34,2019_101RECNX_RCNX5820.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX5820.JPG
35,2019_101RECNX_RCNX7360.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX7360.JPG
36,2019_101RECNX_RCNX5910.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX5910.JPG
37,2019_Summer_101RECNX_RCNX1078.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/101RECNX/RCNX1078.JPG
38,2019_Summer_100RECNX_RCNX9440.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/100RECNX/RCNX9440.JPG
39,2019_101RECNX_RCNX4154.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX4154.JPG
40,2019_101RECNX_RCNX4281.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX4281.JPG
41,2019_100RECNX_RCNX0283.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX0283.JPG
42,2019_101RECNX_RCNX4359.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX4359.JPG
43,2019_100RECNX_RCNX1759.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX1759.JPG
44,2019_101RECNX_RCNX6588.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX6588.JPG
45,2019_Summer_100RECNX_RCNX9958.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/100RECNX/RCNX9958.JPG
46,2019_100RECNX_RCNX0707.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX0707.JPG
47,2019_Summer_100RECNX_RCNX2576.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/100RECNX/RCNX2576.JPG
48,2019_101RECNX_RCNX6927.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX6927.JPG
49,2019_Summer_101RECNX_RCNX6614.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019_Summer/101RECNX/RCNX6614.JPG
50,2019_101RECNX_RCNX0757.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX0757.JPG
51,2019_101RECNX_RCNX7201.JPG,/tank/data/nna/cameraTrap/prudhoe/12/2019/101RECNX/RCNX7201.JPG
