,fileName,RelFilePath,AbsFilePath,Type
0,RCNX4142.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4142.JPG,Caribou
1,RCNX4143.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4143.JPG,Caribou
2,RCNX4144.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4144.JPG,Caribou
3,RCNX4145.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4145.JPG,Caribou
4,RCNX4146.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4146.JPG,Caribou
5,RCNX4147.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4147.JPG,Caribou
6,RCNX4148.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4148.JPG,Caribou
7,RCNX4149.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4149.JPG,Caribou
8,RCNX4150.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4150.JPG,Caribou
9,RCNX4151.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4151.JPG,Caribou
10,RCNX4152.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4152.JPG,Caribou
11,RCNX4153.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4153.JPG,Caribou
12,RCNX4154.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4154.JPG,Caribou
13,RCNX4155.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4155.JPG,Caribou
14,RCNX4156.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4156.JPG,Caribou
15,RCNX4157.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4157.JPG,Caribou
16,RCNX4158.JPG,2019/100RECNX,/tank/data/nna/cameraTrap/prudhoe/12/2019/100RECNX/RCNX4158.JPG,Caribou
